job_id,company_name,title,normalized_title,category,description,requirement_summary,work_type,employment_type,experience_level,province,city,salary_min,salary_max,salary_currency,salary_display,skills_top_10_names,requirements_concat,language_signal,source_posted_at,status,fit_input_quality_score,fit_input_has_requirements,fit_input_has_skills,skills_count_total,description_length_chars,req_len,_is_tech_cat,_is_tech_title,_is_tech_skills,is_tech,tech_signal_source,has_salary_info,skills_clean,is_train_ready
fe6b7e9f-68f8-4984-a1b2-c7f2e2d2ef14,MITech,Data Engineer,Data Engineer,IT & Software,"Design, build, and maintain scalable data pipelines to support data integration, transformation, and analysis across multiple systems. Develop and manage ETL (Extract, Transform, Load) processes to ensure data accuracy, consistency, and availability for business intelligence and analytics. Work closely with cross-functional teams, including Data Analysts, Software Engineers, and Business Units, to understand data requirements and deliver reliable data solutions. Optimize database performance and ensure data quality, governance, and security standards are met. Create and maintain technical documentation, including data flow diagrams, architecture design, and process descriptions. Support continuous improvement by implementing automation and adopting new data technologies or best practices. For higher-level roles: provide technical leadership, mentor junior team members, and contribute to strategic planning of data architecture and analytics initiatives.","Bachelor (S1) in any major, preferred in Information Technology, Computer Science, or related field experience in data engineering or software development aligned with the position level Middle Proficiency in at least one programming language such as SQL, Java, Python, or PHP Hands-on experience with ETL tools and data processing technologies such as ODI, Datastage, Talend, or Pentaho Strong knowledge of relational and non-relational databases MySQL",ONSITE,FULL_TIME,MID_LEVEL,DKI Jakarta,Jakarta,0.0,0.0,IDR,Not specified,MySQL | DB2 | Java | PostgreSQL | ETL | Gen AI | Pentaho | AI | MS SQL | Oracle,"Bachelor (S1) in any major, preferred in Information Technology, Computer Science, or related field || experience in data engineering or software development aligned with the position level Middle || Proficiency in at least one programming language such as SQL, Java, Python, or PHP || Hands-on experience with ETL tools and data processing technologies such as ODI, Datastage, Talend, or Pentaho || Strong knowledge of relational and non-relational databases || MySQL || PostgreSQL || or Big Data ecosystems || Familiarity with data warehouse concepts, data modeling, and API/Web Service (SOAP/REST) integration || Understanding of ISO 8583 and financial/banking data flow is a strong advantage || Experience working in an Agile development environment and familiarity with Software Development Life Cycle (SDLC) best practices || Strong analytical and problem-solving skills with the ability to translate business requirements into technical data solutions || For senior levels: || proven experience in leading data engineering initiatives, architecture design, and mentoring team members || Experience or interest in AI/Gen AI or data automation tools is a plus",EN,2026-02-24 04:38:00.215000+00:00,ACTIVE,100,1,1,24,973,511,True,True,True,True,category|title|skills,0,"MySQL, DB2, Java, PostgreSQL, ETL, Gen AI, Pentaho, AI, MS SQL, Oracle",1
fe5cf9cc-ab82-4d9f-8071-4fe12e789558,Pengiklan Anonim,Senior Full-Stack Engineer-(Laravel + Vue),Senior Full-Stack Engineer,IT & Software,"This role requires strong backend fundamentals, practical product thinking, and the ability to move quickly using modern tools, including AI.","Strong backend fundamentals, practical product thinking, ability to move quickly using modern tools, including AI.",REMOTE,FULL_TIME,SENIOR,DI Yogyakarta,Yogyakarta,15000000.0,20000000.0,IDR,"IDR 15,000,000 - 20,000,000 / month",Laravel | Vue.js | AI | Backend Development | Vue,"Strong backend fundamentals, practical product thinking, ability to move quickly using modern tools, including AI",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,5,148,121,True,True,False,True,category|title,1,"Laravel, Vue.js, AI, Backend Development, Vue",1
fe42ee66-f79d-4380-81f5-e89cb5818c49,Jasuindo Tiga Perkasa,NETWORK & SECURITY ADMINISTRATOR L2,NETWORK & SECURITY ADMINISTRATOR L2,IT & Software,"The NETWORK & SECURITY ADMINISTRATOR L2 role at Jasuindo Tiga Perkasa in Sidoarjo, Jawa Timur focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: S1 Teknik Informatika, minimum 5 years of experience, understanding of Network (Firewall, Router, Switch).","S1 Teknik Informatika, minimum 5 years of experience, understanding of Network (Firewall, Router, Switch).",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Timur,Sidoarjo,0.0,0.0,IDR,Not specified,network | Switch | Router | Firewall,"S1 Teknik Informatika, minimum 5 years of experience, understanding of Network (Firewall, Router, Switch)",UNKNOWN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,4,321,113,True,False,False,True,category,0,"network, Switch, Router, Firewall",1
fe3ca666-a710-4e59-823c-7edc9b0602c0,Adibayu Group,IT Web Developer,IT Web Developer,Technology,"The IT Web Developer role at Adibayu Group in Yogyakarta, DI Yogyakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Experienced and innovative IT Web Developer to develop, maintain, and optimize the company’s applications and websites.","Experienced and innovative IT Web Developer to develop, maintain, and optimize the company’s applications and websites.",ONSITE,FULL_TIME,ENTRY_LEVEL,DI Yogyakarta,Yogyakarta,0.0,0.0,IDR,Not specified,Programming,"Experienced and innovative IT Web Developer to develop, maintain, and optimize the company’s applications and websites",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,319,126,False,True,False,True,title,0,Programming,1
fe24dd5d-650d-4f08-9c5d-f74c28828426,PT Sigma Global Teknologi,IT Security Analyst (Banking Industry),IT Security Analyst,IT & Software,"The IT Security Analyst (Banking Industry) role at PT Sigma Global Teknologi in Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: 3-5 years of experience in IT Security, with knowledge of ISO 27001 and AWS.","3-5 years of experience in IT Security, with knowledge of ISO 27001 and AWS.",ONSITE,CONTRACT,MID_LEVEL,DKI Jakarta,Jakarta Selatan,10000000.0,11500000.0,IDR,"IDR 10,000,000 - 11,500,000 / month",Microsoft SQL Server | Vulnerability Assessment | ISO 27001 | SQL | Network Security | Amazon Web Services (AWS) | AWS | Penetration Testing | Security Analyst,"3-5 years of experience in IT Security, with knowledge of ISO 27001 and AWS",EN,2026-02-24 07:55:31.978000+00:00,ACTIVE,100,1,1,9,324,83,True,False,True,True,category|skills,1,"Microsoft SQL Server, Vulnerability Assessment, ISO 27001, SQL, Network Security, Amazon Web Services (AWS), AWS, Penetration Testing, Security Analyst",1
fe1e9597-26d0-4d4c-87fe-50aaa37e2255,SCS Group,Lab & QA QC,Lab & QA QC,"Manufaktur, Transportasi & Logistik","The Lab & QA QC role at SCS Group in Bandung, Jawa Barat, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Support certification administration and compliance with quality and sustainable agriculture standards",Support certification administration and compliance with quality and sustainable agriculture standards,ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Barat,Bandung,4000000.0,6000000.0,IDR,"IDR 4,000,000 - 6,000,000 / month",Effective Communication,Support certification administration || and compliance with quality || and sustainable agriculture standards,EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,291,136,False,True,False,True,title,1,Effective Communication,1
fdffa08b-7c7a-4748-8a7c-496e9bd71186,Central Data Technology,Solution Architect – Enterprise,Solution Architect,Technology,"Serve as the primary technical contact and trusted advisor for assigned clients, Build and maintain strong relationships with technical and...","Serve as the primary technical contact and trusted advisor for assigned clients, Build and maintain strong relationships with technical and.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,0.0,0.0,IDR,Not specified,Effective Communication,"Serve as the primary technical contact and trusted advisor for assigned clients, Build and maintain strong relationships with technical and",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,149,147,False,True,False,True,title,0,Effective Communication,1
fdf8477a-a342-4182-a781-f1795efb4b7b,B2BE GSS Sdn Bhd,Software Integration Analyst,Software Integration Analyst,IT & Software,"The Software Integration Analyst role at B2BE GSS Sdn Bhd in Surabaya, Jawa Timur focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Manage a portfolio of projects from initial scoping to final completion.",Manage a portfolio of projects from initial scoping to final completion.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Timur,Surabaya,6000000.0,6600000.0,IDR,"IDR 6,000,000 - 6,600,000 / month",Project Management | Analysis | Integration,Manage a portfolio of projects from initial scoping to final completion,UNKNOWN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,3,271,79,True,True,False,True,category|title,1,"Project Management, Analysis, Integration",1
fddf0720-6599-4952-9868-77dcef39d6e5,Bank IBK Indonesia,IT Java Developer,IT Java Developer,Technology,"The IT Java Developer role at Bank IBK Indonesia in Jakarta Pusat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: PT Bank IBK Indonesia, Tbk is hiring an IT Java Developer for Development and Core Banking Development.","PT Bank IBK Indonesia, Tbk is hiring an IT Java Developer for Development and Core Banking Development.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,0.0,0.0,IDR,Not specified,Java,"PT Bank IBK Indonesia, Tbk is hiring an IT Java Developer for Development and Core Banking Development",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,311,110,False,True,False,True,title,0,Java,1
fddd0a56-64d7-4a4c-be49-44f2bb0ad217,Digital Financing Indonesia,Java Backend Developer,Java Backend Developer,IT & Software,The Java Backend Developer role at Digital Financing Indonesia in Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Strong analytical and problem solving skills Proficiency in crafting and optimizing complex SQL queries,Strong analytical and problem solving skills Proficiency in crafting and optimizing complex SQL queries,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,0.0,0.0,IDR,Not specified,Java | SQL,Strong analytical and problem solving skills || Proficiency in crafting and optimizing complex SQL queries,EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,2,299,129,True,True,True,True,category|title|skills,0,"Java, SQL",1
fdbf9a4b-f38f-4ac9-bffb-5efaec419f1b,Bahari Prima Manunggal,QA staff,QA Staff,"Manufaktur, Transportasi & Logistik","The QA staff role at Bahari Prima Manunggal in Jakarta Barat, Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: experience in seafood quality handling.",experience in seafood quality handling.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Barat,0.0,0.0,IDR,Not specified,Quality Assurance | Seafood Processing | International Standards,experience in seafood quality handling,EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,3,231,46,False,True,False,True,title,0,"Quality Assurance, Seafood Processing, International Standards",1
fd7c3a24-467c-441b-86a4-4091010a935a,Metrodata,Junior Fullstack Developer,Junior Fullstack Developer,"Business, Sales & Commercial","Supporting application development and system integration activities. Collaborating with senior developers in design, development, testing, and deployment phases. Assisting in troubleshooting, debugging, and improving application performance. Participating in project discussions and continuously enhancing your technical capabilities. Your goal will be to work with internal teams to design, develop, and maintain software while gaining hands-on experience in enterprise-level projects.",Bachelor's Degree in Computer Science / Information Technology or related fields Minimum GPA 3.00 out of 4.00 fresh graduates are welcome to apply Have basic knowledge of Java / .Net / Angular Have strong willingness to learn and a good teamwork mindset Then this opportunity might be for you,ONSITE,CONTRACT,JUNIOR,Nasional,Jakarta Barat,0.0,0.0,IDR,Not specified,Java | Angular,Bachelor's Degree in Computer Science / Information Technology or related fields || Minimum GPA 3.00 out of 4.00 || fresh graduates are welcome to apply || Have basic knowledge of Java / .Net / Angular || Have strong willingness to learn and a good teamwork mindset || Then this opportunity might be for you,EN,2026-02-05 03:43:34.110000+00:00,ACTIVE,100,1,1,2,494,350,False,True,False,True,title,0,"Java, Angular",1
fd6f570f-c65e-4827-bab1-ef9e65c56f62,Kamoro Maxima Integra,.Net Developer (Full Stack),Full Stack .NET Developer,IT & Software,"Building scalable web and enterprise applications using C#, ASP.NET Core, and SQL Server, Azure, with focus on performance and system integration.","Experience with C#, ASP.NET Core, SQL Server, and Azure Focus on performance and system integration",HYBRID,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Selatan,0.0,0.0,IDR,Not specified,C++ | SQL Server | SQL | ASP.NET Core | Azure,"Experience with C#, ASP.NET Core, SQL Server, and Azure || Focus on performance and system integration",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,5,153,125,True,True,True,True,category|title|skills,0,"C++, SQL Server, SQL, ASP.NET Core, Azure",1
fd65781b-c440-4829-9768-a07ade1ec165,PT Indonesia Fintopia Technology (Easycash),Software Engineer (Backend),Software Engineer (Backend),IT & Software,"Fintopia Indonesia (PT Indonesia Fintopia Technology) is a subsidiary of Fintopia Inc. Founded in 2015 and headquartered in Beijing, China. Fintopia Inc. provides affordable financial services for everyone, especially for those unbanked and underserved. Fintopia Inc. quickly expands across Asia with Indonesia being its second largest market by transaction volume. Fintopia Indonesia (established in 2017), led by its product Easycash, has 24 million cumulative registered users and has provided IDR30.5 trillion of total accumulative loans since its establishment. The company has more than 4 millions total accumulated borrowers with various backgrounds, such as small business owners, farmers, students, and other professions","1-5 years work experience experience in P2P business preferred In-depth knowledge of Java, J2EE and related java technologies Familiar with more than one database MySQL, Redis, Mongo Bachelor degree in computer science or a related field",ONSITE,FULL_TIME,LEAD,Nasional,Jakarta Selatan,0.0,0.0,IDR,Not specified,Java | Redis | MySQL,"1-5 years work experience || experience in P2P business preferred || In-depth knowledge of Java, J2EE and related java technologies || Familiar with more than one database || MySQL, Redis, Mongo || Bachelor degree in computer science or a related field || The ability to think logically || Excellent listening and questioning skills, combined with the ability to interact confidently with clients to establish",EN,2026-01-26 03:41:17.637000+00:00,ACTIVE,100,1,1,3,736,295,False,True,True,True,title|skills,0,"Java, Redis, MySQL",1
fd494a8f-585e-49c9-b917-b2bba164e9d9,Berca Hardayaperkasa,Data Scientist,Data Scientist,Sains & Teknologi,"The Data Scientist role at Berca Hardayaperkasa in Jakarta Pusat, Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,0.0,0.0,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,Integrating Machine Learning (ML) with a focus on real-world data experience adds a significant layer of technical depth to this role,UNKNOWN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,2,245,56,True,True,False,True,category|title,0,"Akan segera berakhir, EXPIRES_SOON",1
fd28775f-3619-4657-ac41-58e44e39ea8d,PT Harrisma Informatika Jaya,DCOC Engineer Support - Project,DCOC Engineer Support,IT & Software,"The DCOC Engineer Support - Project role at PT Harrisma Informatika Jaya in Jakarta Barat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Monitoring data center, IT Core Infrastructure performance 7x24, working on shifting schedule.","Monitoring data center, IT Core Infrastructure performance 7x24, working on shifting schedule.",ONSITE,CONTRACT,ENTRY_LEVEL,Jakarta Raya,Jakarta Barat,7000000.0,8500000.0,IDR,"IDR 7,000,000 - 8,500,000 / month",Programming,"Monitoring data center, IT Core Infrastructure performance 7x24, working on shifting schedule",UNKNOWN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,326,101,True,False,False,True,category,1,Programming,1
fd1a3f4f-b9e6-4d43-a861-ebfae748142b,PT John Galt Properties,Flutter / Dart Developer,Flutter / Dart Developer,IT & Software,"Flutter/Dart dev needed for production fintech mobile app. Real-time AI features, live data. On-site Bali. Real product, real users.","Build the primary mobile interface for a live fintech platform Work minutes from the beach in Canggu, Bali Up to IDR 18 jt/month with performance bonuses",ONSITE,FULL_TIME,MID_LEVEL,Bali,Bali,12000000.0,18000000.0,IDR,"IDR 12,000,000 - 18,000,000 / month",Flutter | Dart,"Build the primary mobile interface for a live fintech platform || Work minutes from the beach in Canggu, Bali || Up to IDR 18 jt/month with performance bonuses",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,2,139,187,True,True,False,True,category|title,1,"Flutter, Dart",1
